@relation training_data

@attribute text string
@attribute emojis string
@attribute emotion {positive,neutral,negative}

@data
'and_CC yes_UH ,_, read_VBP ,_, of_IN from_IN other_JJ','',neutral
'','',neutral
'love_VBP making_VBG up_RP ,_, ,_, and_CC writing_VBG down_RP','',positive
know_VBP,'',neutral
'and_CC after_IN reading_VBG about_IN how_WRB real_JJ are_VBP','',neutral
'pretty_RB much_RB are_VBP bland_JJ','',negative
'leads_VBZ ,_, not_RB who_WP','',neutral
'what_WP like_VBP eat_VB ,_, what_WP like_IN ,_, and_CC don_VBP','',positive
'','',negative
'well_UH ,_, know_VBP that_IN of_IN are_VBP ,_, too_RB','',neutral
hm_UH,'',neutral
'well_UH ,_, on_IN writing_VBG would_MD be_VB appreciated_VBN','',positive
'when_WRB ordering_VBG ,_, mean_VBP','',neutral
'actually_RB enjoy_VB driving_VBG around_IN','',positive
'know_VBP how_WRB pronounce_VB of_IN like_IN ,_, ,_, ,_, and_CC','',neutral
'know_VBP that_IN there_RB are_VBP ,_, and_CC that_IN re_VBP','',negative
'know_VBP what_WP sell_VBP at_IN','',neutral
'can_MD actually_RB find_VB around_IN','',neutral
'know_VBP at_IN least_JJS named_VBD ,_, ,_, ,_, ,_, or_CC','',neutral
'have_VBP never_RB been_VBN','',neutral
'of_IN is_VBZ taught_VBN in_IN public_JJ','',negative
'own_JJ \"_\'\' suck_VB \"_\'\' or_CC','',negative
'think_VBP is_VBZ greatest_JJS ever_RB','',neutral
'pray_VBP for_IN win_VB not_RB ,_, but_CC in_IN','',neutral
'know_VBP \"_\'\' \"_\'\' is_VBZ also_RB of_IN can_MD get_VB at_IN','',neutral
'never_RB go_VB \"_\'\' \"_\'\' ,_, go_VBP \"_\'\' down_IN \"_\'\'','',neutral
're_VBP aware_JJ that_IN there_EX is_VBZ ,_, somewhere_RB in_IN ,_, named_VBD where_WRB have_VBP biggest_JJS outdoor_JJ antique_JJ in_IN','',neutral
'know_VBP that_IN is_VBZ of_IN strange_JJ dividing_VBG','',neutral
'do_VBP not_RB recognize_VB \"_\'\' \"_\'\' as_IN of_IN','',neutral
've_VBP slammed_VBN on_IN deter_VB at_IN least_JJS ,_, and_CC sets_VBZ in_IN if_IN can_MD not_RB see_VB ,_, or_CC within_IN at_IN','',neutral
'still_RB try_VB order_VB curly_JJ from_IN order_VBP iced_JJ in_IN know_VBP what_WP candlepin_VBG is_VBZ drive_VBP save_VB in_IN tax_VBP ve_VBP pulled_VBN out_IN of_IN and_CC used_VBD block_VB oncoming_JJ so_RB can_MD make_VB','',neutral
've_VBP bragged_VBN about_IN ve_VBP saved_VBN at_IN know_VBP what_WP \"_\'\' regular_JJ \"_\'\' is_VBZ actually_RB get_VB and_CC pass_VB on_IN other_JJ from_IN','',positive
'so_RB ,_, ok_EMO ,_, like_IN before_IN last_JJ ,_, but_CC thought_VBD was_VBD funny_JJ enough_RB mention_VB',ok,positive
'so_IN and_CC were_VBD chilling_VBG out_RP at_IN ,_, after_IN being_VBG out_RP ,_, and_CC decided_VBD step_VB out_RP on_IN for_IN quick_JJ','',positive
'well_UH ,_, new_JJ ;_: ,_, went_VBD running_VBG out_RP onto_IN and_CC barking_VBG up_RP ,_, as_IN stuck_VBP out_RP ,_, there_EX sat_VBZ stupid_JJ young_JJ trying_VBG break_VB into_IN across_IN','',negative
'asked_VBD \"_\'\' is_VBZ white_JJ or_CC \"_\'\'','',neutral
'came_VBD ,_, talked_VBD for_IN and_CC then_RB drove_VBN down_RP second_JJ','',neutral
',_, unfortunately_RB ,_, broken_JJ into_IN already_RB and_CC was_VBD out_RP','',negative
'pick_VBP up_RP on_IN and_CC call_VB wihle_VBP walking_VBG behind_IN','',negative
'come_VB outta_IN nowhere_RB','',positive
'so_UH investigate_VB in_IN','',neutral
'so_RB basically_RB ve_VBP met_VBD new_JJ and_CC have_VBP like_IN going_VBG on_IN now_RB','',neutral
'but_CC now_RB feel_VBP much_RB happier_JJR and_CC safer_JJR ,_, and_CC love_VBP did_VBD mention_VBP was_VBD after_IN occurred_VBN','',positive
'still_RB love_VBP ,_, even_RB though_IN woke_VBD up_RP at_IN of_IN','',positive
beautiful_JJ,'',positive
'😮_EMO although_IN feel_VBP like_IN ve_VBP been_VBN on_IN really_RB bad_JJ of_IN &_CC order_VBP now_RB',😮,negative
'there_EX are_VBP in_IN when_WRB find_VBP at_IN','',neutral
'afraid_JJ ,_, confused_VBD ,_, without_IN','',negative
'of_IN ,_, when_WRB faced_VBN with_IN unknown_JJ many_JJ of_IN would_MD turn_VB around_RP and_CC run_VB back_RB','',negative
'but_CC once_RB in_IN ,_, push_VBP on_IN','',neutral
'into_IN better_JJR','',positive
'just_RB beyond_IN of_IN going_VBG on_IN alone_RB and_CC just_RB beyond_IN and_CC takes_VBZ let_VB in_IN ,_, or_CC let_VB fade_VBP away_RB','',negative
'and_CC only_RB when_WRB tested_VBD that_IN discover_VBP who_WP can_MD be_VB','',neutral
'worst_JJS have_VBP been_VBN personified_VBN','',negative
'','',neutral
'','',neutral
'only_RB know_VB that_IN could_MD be_VB anytime_RB within_IN next_JJ','',negative
'there\'s_RB else_RB can_MD say_VB or_CC do_VBP change_VB','',neutral
'woot_UH finally_RB got_VBD with_IN','',positive
'kinda_RB bad_JJ because_IN was_VBD feeling_VBG really_RB sad/unhappy_JJ baught_VBD','',negative
'but_CC ve_VBP been_VBN wanting_VBG for_IN like_IN now_RB ,_, just_RB never_RB had_VBD ,_, and_CC never_RB wanted_VBN charge_VB','',neutral
'but_CC oh_UH was_VBD bad_JJ and_CC put_VB on_IN best_JJS','',negative
'got_VBD ,_, and_CC oooh_UH so_RB sexy_JJ','',positive
'got_VBD for_IN ,_, but_CC need_VBP get_VB clear_JJ protective_JJ for_IN too_RB','',neutral
'maybe_RB full_JJ too_RB ,_, because_IN came_VBD with_IN is_VBZ little_JJ too_RB snug_JJ ,_, have_VBP force_VB into_IN','',negative
hey_UH,'',neutral
~_:,'',neutral
lost_VBD,'',neutral
eh_UH,'',positive
'not_RB that_RB much_RB but_CC hey_UH','',positive
'is_VBZ changing_VBG','',neutral
'had_VBD first_JJ just_RB other_JJ ,_, have_VBP gone_VBN sleep_VB and_CC finally_RB have_VBP stopped_VBN falling_VBG on_IN and_CC scaring_VBG when_WRB take_VBP still_RB lame_JJ out_RP take_VB before_IN','',negative
'of_IN have_VBP happened_VBN in_IN past_JJ ,_, since_IN of_IN','',neutral
'very_RB dear_JJ of_IN have_VB lost_VBN very_RB important_JJ in_IN ,_, and_CC have_VBP had_VBN be_VB strong_JJ can_MD lean_VB on_IN','',negative
'though_RB do_VBP not_RB tiny_JJ has_VBZ been_VBN odd_JJ for_IN rarely_RB strong_JJ','',positive
'am_VBP usually_RB reduced_VBN laying_VBG on_IN big_JJ green_JJ in_IN fetal_JJ eating_VBG leftover_JJ and_CC crying_VBG about_IN and_CC at_IN once_RB','',negative
'turns_VBZ out_RP has_VBZ just_RB made_VBD pretty_RB much_RB that_IN thought_VBD knew_VBD','',neutral
'did_VBD not_RB see_VB coming_VBG','',positive
'well_UH ,_, maybe_RB do_VBP','',neutral
'but_CC scares_VBZ even_RB more_RBR','',negative
'talk_VB about_IN','',neutral
'love_VBP dearly_RB and_CC will_MD forever_RB ,_, but_CC definately_RB was_VBD not_RB ready_JJ for_IN','',positive
'find_VBP again_RB ,_, stuck_VB in_IN where_WRB have_VBP rediscover_VB over_IN again_RB','',neutral
'in_IN ,_, lost_VBD','',negative
'feel_VBP lost_VBN','',negative
'very_RB disconnected_VBN and_CC ,_, not_RB sure_JJ where_WRB go_VB from_IN here_RB','',negative
'but_CC do_VBP not_RB want_VBP admit_VB yet_RB','',neutral
'so_RB stay_VB tuned_VBN','',neutral
'for_IN :_:','',neutral
'gotta_VBP milk_VB for_IN re_VBP worth_JJ','',negative
'do_VBP not_RB get_VB for_IN more_RBR','',neutral
'have_VB great_JJ for_IN new_JJ','',positive
'want_VBP get_VB done_VBN in_IN for_IN next_JJ','',neutral
'well_UH ,_, seem_VBP have_VB done_VBN','',neutral
'did_VBD not_RB mean_VB hurt_VB at_IN','',negative
'was_VBD just_RB scared_JJ','',negative
'scared_JJ of_IN','',negative
'look_VBP ahead_RB and_CC want_VBP see_VB being_VBG successful_JJ ,_, married_VBN ,_, with_IN ,_, and_CC great_JJ','',positive
'however_RB ,_, seems_VBZ have_VBP been_VBN making_VBG are_VBP hindering_VBG','',neutral
un-happy_JJ,'',negative
'get_VB ,_, commit_VB and_CC do_VBP not_RB want_VB','',neutral
'do_VBP not_RB want_VBP get_VB hurt_VBN','',negative
'*_UH sighs_UH *_UH have_VBP bad_JJ of_IN hurting_VBG before_IN can_MD hurt_VB like_IN if_IN think_VBP could_MD and_CC might_MD hurt_VB then_IN hurt_VBP first_JJ','',negative
'then_RB think_VBP if_IN commit_VBP only_RB ,_, what_WP if_IN missing_VBG out_RP on_IN else_RB','',negative
'what_WP if_IN is_VBZ not_RB for_IN and_CC making_VBG huge_JJ','',negative
'but_CC then_RB also_RB think_VBP what_WP if_IN are_VBP','',neutral
'say_VBP ,_, \"_\'\' ,_, do_VBP ,_, \"_\'\' say_VBP ,_, \"_\'\' ,_, do_VB','',neutral
'don\'t_VBP know_VB','',neutral
'will_MD wait_VB for_IN show_VB what_WP wants_VBZ do_VB','',neutral
'just_RB have_VB when_WRB start_VBP trying_VBG do_VB without_IN and_CC never_RB works_VBZ','',neutral
'will_MD post_VB back_RB when_WRB get_VBP','',neutral
'welp_UH has_VBZ been_VBN long_JJ tiring_JJ lol_UH','',positive
'lay_VBP on_IN and_CC zonks_VBZ out_RP pretty_RB fast_RB and_CC now_RB so_RB used_VBD will_MD not_RB sleep_VB in_IN or_CC so_RB have_VBP find_VB for_IN sleep_VB in_IN','',neutral
'says_VBZ not_RB let_VB on_IN for_IN and_CC only_JJ sleeps_VBZ good_JJ','',positive
lol_UH,'',positive
'need_VBP though_IN will_MD tell_VB that_IN lol_UH','',positive
lol_UH,'',positive
'sleeps_VBZ most_JJS of_IN and_CC then_RB never_RB sleeps_VBZ at_IN','',neutral
'oh_UH well_UH know_VBP that_IN comes_VBZ along_IN with_IN having_VBG lol_UH','',positive
'will_MD be_VB glad_JJ when_WRB gets_VBZ here_RB so_IN can_MD go_VB and_CC then_IN can_MD come_VB back_RB and_CC take_VB little_JJ','',positive
'am_VBP not_RB thrilled_VBN about_IN going_VBG over_IN there_RB','',neutral
'lol_UH ,_, and_CC so_RB figgured_VBD would_MD just_RB go_VB','',positive
haha_UH,'',positive
'what_WP get_VBP for_IN rubbing_VBG in_IN that_IN and_CC not_RB','',neutral
lol_UH,'',positive
',_, had_VBD ,_, ,_, other_JJ that_IN are_VBP ,_, and_CC of_IN other_JJ lol_UH','',positive
'still_RB need_VBP do_VB later_RB and_CC need_VBP do_VB and_CC then_RB maybe_RB just_RB maybe_RB will_MD get_VB lay_VB down_RP for_IN before_IN wakes_VBZ prolly_RB not_RB lol_UH oh_UH and_CC for_IN that_WDT wants_VBZ see_VB if_IN there_EX is_VBZ not_RB nice_JJ coming_VBG up_RP may_MD have_VB come_VB because_IN for_IN be_VB taking_VBG out_RP in_IN ,_, do_VBP not_RB need_VBP sick_JJ along_IN with_IN other_JJ lol_UH ,_, or_CC can_MD come_VB when_WRB are_VBP over_IN at_IN ,_, other_JJ than_IN on_IN seeing_VBG lil_JJ lol_UH','',positive
'maybe_RB is_VBZ ,_, dunno_VBD','',neutral
'am_VBP once_RB again_RB becoming_VBG ,_, which_WDT was_VBD originally_RB buy_VB new_JJ \"_\'\'','',neutral
'whoring_VBG now_RB is_VBZ make_VB enough_RB pay_VB on_IN ,_, not_RB buy_VB new_JJ and_CC fun_JJ','',positive
'at_IN least_JJS of_IN is_VBZ going_VBG down_RP ,_, per_IN across_IN now_RB','',neutral
'is_VBZ still_RB just_RB','',neutral
'have_VBP new_JJ of_IN and_CC ,_, which_WDT will_MD post_VB shortly_RB','',neutral
'just_RB celebrated_VBD great_JJ on_IN 8th_JJ ,_, and_CC last_JJ carved_VBD brought_VBD ,_, was_VBD pretty_RB sweet_JJ','',positive
'bagpiping_VBG got_VBD moved_VBN of_IN \"_\'\' together_RB \"_\'\' ,_, so_RB puts_VBZ small_JJ on_IN see_VBP other_JJ for_IN','',negative
'oh_UH well_UH ,_, at_IN least_JJS can_MD make_VB without_IN of_IN','',neutral
'kinda_RB far_RB from_IN where_WRB am_VBP ,_, but_CC is_VBZ worth_JJ','',neutral
'is_VBZ unlimited_JJ for_IN most_JJS between_IN and_CC','',neutral
'is_VBZ good_JJ for_IN odd_JJ like_IN also_RB ,_, there_EX is_VBZ outdoor_JJ ,_, which_WDT accepts_VBZ of_IN ,_, ,_,','',positive
'best_JJS is_VBZ ,_, shoot_VBP pretty_RB well_RB there_RB ,_, and_CC is_VBZ really_RB good_JJ','',positive
'if_IN is_VBZ interested_VBN ,_, ,_, and_CC can_MD be_VB found_VBN on_IN just_RB','',neutral
'will_MD write_VB more_RBR later_RB','',neutral
'are_VBP starting_VBG get_VB interesting_JJ','',positive
'made_VBD with_IN various_JJ who_WP specifically_RB with_IN and_CC stand_VB down_RP on_IN of_IN military_JJ in_IN','',neutral
'who_WP knows_VBZ where_WRB will_MD be_VB playing_VBG in_IN','',neutral
'in_IN mean_JJ have_VBP huge_JJ private_JJ in_IN booked_VBD and_CC and_CC for_IN as_IN well_RB','',neutral
'who_WP wants_VBZ will_MD send_VB','',neutral
ha_UH,'',positive
'would_MD not_RB be_VB','',neutral
'leaving_VBG for_IN on_IN 18th_JJ for_IN','',neutral
'at_IN for_IN','',neutral
'but_CC love_VBP','',positive
'like_IN of_IN poured_VBD into_IN last_JJ for_IN','',positive
'of_IN had_VBD','',neutral
'is_VBZ vs_IN','',neutral
'maybe_RB will_MD put_VB on_IN','',neutral
wow_UH,'',positive
'last_JJ had_VBD long_JJ at_IN about_IN and_CC','',neutral
'do_VBP not_RB drink_VB anymore_RB','',neutral
and_CC,'',neutral
'polite_JJ of_IN saying_VBG','',neutral
'looks_VBZ like_IN','',negative
'has_VBZ staying_VBG who_WP attend_VBP west_JJ','',neutral
're_VBP cute_JJ','',positive
'so_UH toned_VBD down_RP and_CC slept_VBD until_IN right_RB now_RB','',neutral
'is_VBZ gone_VBN and_CC just_RB cleaned_VBD up_RP ,_, so_RB now_RB going_VBG loosen_VB up_RP ,_, take_VB long_JJ hot_JJ ,_, put_VB on_IN and_CC adorable_JJ ,_, and_CC make_VB','',positive
'','',negative
'almost_RB died_VBD','',negative
'look_VBP at_IN like_IN on_IN straight_JJ','',neutral
'oh_UH and_CC ps_UH','',neutral
totally_RB,'',neutral
'other_JJ was_VBD at_IN with_IN and_CC and_CC came_VBD up_RP','',neutral
'\"_\'\' how_WRB much_RB give_VBP for_IN','',neutral
'nevermind_UH ,_, ve_VBP got_VBD could_MD be_VB studying_VBG for_IN','',neutral
worth_JJ,'',neutral
'within_IN bid_VBD on_IN and_CC won_VBD about_IN','',positive
'are_VBP just_RB so_RB cute_JJ can_MD not_RB resist_VB although_IN think_VBP am_VBP under_IN now_RB','',positive
'still_RB have_VB have_VBP not_RB arrived_VBN yet_RB','',neutral
'at_IN is_VBZ starting_VBG laugh_VB at_IN where_WRB am_VBP going_VBG put_VB','',positive
'have_VBP only_RB had_VBD bad_JJ on_IN so_RB far_RB','',negative
'was_VBD not_RB packed_JJ well_RB','',neutral
'was_VBD broken_VBN','',neutral
'emailed_VBD and_CC told_VBD about_IN and_CC was_VBD very_RB arrogant_JJ and_CC rude_JJ','',negative
'well_UH ,_, needless_JJ say_VB was_VBD far_RB below_IN have_VBP seen_VBN so_RB far_RB','',neutral
'told_VBD was_VBD ----_SYM --_: and_CC gave_VBD negative_JJ','',negative
'in_IN gave_VBD negative_JJ','',negative
'man_UH just_RB can_MD not_RB seem_VBN keep_VB out_RP of_IN','',neutral
'and_CC because_IN am_VBP such_JJ negative_JJ had_VBD bummed_VBD for_IN awhile_RB but_CC now_RB am_VBP better_JJR','',negative
'even_RB sold_VBD few_JJ on_IN','',neutral
'see_VBP at_IN has_VBZ several_JJ electric_JJ','',neutral
'will_MD have_VB work_VB on_IN','',neutral
'have_VBP been_VBN staying_VBG pretty_RB close_JJ but_CC still_RB having_VBG good_JJ','',positive
'has_VBZ finally_RB cooled_VBN down_RP which_WDT is_VBZ big_JJ','',positive
'there_EX always_RB seems_VBZ be_VB much_RB do_VB around_RP here_RB and_CC do_VBP not_RB seem_VBN get_VB much_RB done_VBN','',neutral
'love_VBP \"_\'\' and_CC with_IN','',positive
'means_VBZ recline_VBP on_IN with_IN good_JJ after_IN and_CC is_VBZ always_RB stretched_VBN out_RP on_IN','',neutral
'then_IN wants_VBZ put_VB in_IN before_IN plant_VBP in_IN','',neutral
'just_RB takes_VBZ and_CC','',neutral
'well_UH ,_, must_MD go_VB put_VB in_IN','',neutral
'also_RB made_VBD with_IN','',neutral
'y_WRB have_VBP good_JJ','',neutral
'oh_UH shit_EMO ,_, by_IN',shit,negative
'so_RB ,_, love_VBP of_IN ,_, really_RB do_VBP','',positive
'','',neutral
'then_RB later_RB hung_VBG out_RP with_IN until_IN like_IN','',neutral
'and_CC cleaned_VBD ,_, which_WDT was_VBD much_RB needed_VBN','',neutral
'came_VBD and_CC got_VBD together_RB go_VB up_RP','',neutral
'first_JJ off_RP ,_, get_VB up_RP ,_, and_CC can_MD not_RB see_VB worth_JJ in_IN dark_JJ','',negative
'were_VBD up_RP there_RB for_IN awhile_RB and_CC why_WRB or_CC how_WRB ,_, but_CC pushed_VBD off_RP of_IN and_CC fell_VBP flat_JJ on_IN back_RB scraping_VBG up_RP ,_, which_WDT hurts_VBZ ha_UH','',negative
'then_IN were_VBD cutting_VBG damn_JJ down_RP ,_, and_CC made_VBD go_VBP with_IN then_RB by_IN dragging_VBG over_IN since_IN did_VBD not_RB want_VBP go_VB ,_, and_CC when_WRB tried_VBD sneak_VB away_RB','',negative
'guess_VBP walked_VBD behind_IN right_RB when_WRB swung_VBD huge_JJ and_CC swung_VBD right_RB into_IN','',negative
'not_RB only_RB ,_, ended_VBD up_RP calling_VBG ,_, and_CC ending_VBG up_RP balling_VBG like_IN ,_, because_IN really_RB do_VBP miss_VB and_CC used_VBD have_VB','',negative
'even_RB after_IN getting_VBG off_RP with_IN ,_, balled_VBD forever_RB','',negative
'plus_RB ,_, did_VBD not_RB eat_VB at_IN ,_, and_CC ended_VBD up_RP getting_VBG really_RB sick_JJ','',neutral
'was_VBD real_JJ lame_JJ','',negative
'ehh_UH other_JJ than_IN was_VBD good_JJ','',positive
',_, made_VBD since_IN loves_VBZ ,_, and_CC had_VBD so_IN feel_VBP better_JJR','',positive
'going_VBG out_RP for_IN little_JJ ,_, and_CC then_RB gonna_VBG see_VB if_IN and_CC want_VBP stay_VB','',neutral
'started_VBD ago_RB in_IN at_IN least_JJS sounds_VBZ cool_JJ','',neutral
'yeah_UH ,_, know_VBP ,_, right_RB up_RP there_RB with_IN laughing_VBG off_RP few_JJ measly_JJ','',positive
'anyway_RB ,_, get_VBP and_CC notice_VB feels_VBZ kinda_RB tight_JJ','',neutral
'but_CC after_IN ,_, has_VBZ not_RB really_RB happened_VBN','',neutral
'but_CC ,_, who_WP usually_RB just_RB prescribes_VBZ for_IN over_IN ,_, starts_VBZ throwing_VBG around_IN like_IN \"_\'\' ,_, \"_\'\' \"_\'\' ,_, \"_\'\' and_CC \"_\'\' \"_\'\' and_CC start_VBP thinking_VBG ,_, \"_\'\' oh_UH shit_EMO',shit,negative
'of_IN once_RB says_VBZ \"_\'\' degenerative_JJ \"_\'\' and_CC \"_\'\' not_RB uncommon_JJ at_IN \"_\'\' do_VBP total_JJ and_CC hear_VB pretty_RB much_RB afterwards_RB','',neutral
'so_RB what\'s_VBZ do_VB cheer_VB up_RP','',positive
'so_RB old_JJ ,_, but_CC have_VBP really_RB cute_JJ show_VB for_IN','',positive
'used_VBD lie_VB before_IN like_IN pretty_RB and_CC rarely_RB gave_VBD much_RB thought_VBD','',positive
'well_UH ,_, know_VBP what_WP','',neutral
'in_IN last_JJ','',neutral
',_, ,_, ,_, ,_,','',neutral
'lays_VBZ down_RP for_IN like_IN','',neutral
'have_VBP felt_VBN most_JJS free_JJ ,_, most_JJS alive_JJ','',positive
'have_VBP been_VBN at_IN best_JJS ,_, have_VB shone_VB brightest_JJS','',positive
'skipped_VBD or_CC or_CC','',neutral
'read_VB backwards_RB','',neutral
'or_CC just_RB set_VB whole_JJ and_CC made_VBD up_RP as_IN ve_VBP gone_VBN along_IN','',negative
'is_VBZ ,_,','',neutral
'happened_VBD again_RB','',neutral
'sucks_VBZ for_IN but_CC said_VBD would_MD not_RB let_VB drive_VBP with_IN','',negative
'plus_RB ,_, means_VBZ can_MD get_VB in_IN which_WDT means_VBZ will_MD be_VB good_JJ for_IN','',positive
'know_VBP can_MD drive_VB not_RB just_RB need_VBP study_VB more_RBR for_IN written_VBD','',neutral
happy_JJ,'',positive
'but_CC free_JJ til_IN 31st_JJ','',neutral
'call_VB just_RB letting_VBG know_VBP suck_VBP at_IN at_IN','',negative
'first_JJ :_: heh_UH heh_UH heh_UH ,_, so_RB appropriate_JJ fer_IN','',positive
'\"_\'\' dunno_VBD ,_, and_CC find_VB out_RP','',neutral
'leave_VBP for_IN in_IN','',neutral
'could_MD not_RB fucking_JJ decide_VBP get_VB caught_VBN ,_, know_VBP ,_, after_IN landed_VBD','',negative
'had_VBD be_VB stupid_JJ and_CC think_VB in_IN clouded_VBN that_IN change_VB','',negative
'or_CC convert_VBP ,_, or_CC just_RB blow_VB up_RP by_IN in_IN fucking_JJ ,_, ,_, or_CC','',negative
'let_VB calculate_VBP how_WRB long_JJ that_IN will_MD take_VB with_IN current_JJ of_IN and_CC current_JJ','',neutral
'so_RB fuck_VB off_RP','',negative
'so_RB far_RB ,_, ve_VBP done_VBN is_VBZ cause_VB international_JJ of_IN having_VBG over_IN and_CC make_VB sure_JJ is_VBZ not_RB nitroglycerin_VBG by_IN drinking_VBG','',negative
've_VBP killed_VBN less_JJR in_IN last_JJ than_IN did_VBD in_IN in_IN','',negative
'so_RB fuck_VB off_RP','',negative
'if_IN read_VBP instead_RB of_IN fucking_JJ damn_JJ realize_VB re_VBP perfectly_RB capable_JJ of_IN raining_VBG upon_IN in_IN very_RB effective_JJ ,_, thank_VB very_RB much_RB','',negative
'do_VBP much_RB better_JJR anyway_RB','',neutral
'how_WRB about_IN ignore_VBP ,_, will_MD ignore_VB ,_, can_MD go_VB and_CC can_MD be_VB and_CC suffer_VB through_IN evil_JJ','',negative
of_IN,'',neutral
'what_WP do_VBP care_VBP if_IN are_VBP bad_JJ','',negative
'might_MD drop_VB or_CC','',neutral
'being_VBG little_JJ flippant_JJ here_RB ,_, but_CC sure_JJ get_VBP','',negative
'oh_UH right_UH ,_, forgot_VBP ,_, either_RB','',neutral
'may_MD think_VB winning_VBG ,_, but_CC not_RB','',neutral
'because_IN are_VBP annoying_JJ','',negative
'which_WDT is_VBZ worse_JJR than_IN pissing_VBG off_RP','',negative
'because_IN when_WRB piss_VBP off_RP ,_, have_VBP used_VBD measured_VBN','',negative
'have_VBP be_VB diplomatic_JJ','',neutral
'when_WRB annoy_VBP long_JJ enough_RB no_UH will_MD care_VB about_IN','',negative
'will_MD just_RB let_VB do_VBP want_VBP because_IN want_VBP brush_VB fucking_JJ on_IN after_IN really_RB bad_JJ','',negative
'never_RB underestimate_VBP of_IN wide_JJ and_CC','',negative
'am_VBP rational_JJ ,_, intelligent_JJ ,_, rather_RB well_RB informed_VBD individual_JJ','',neutral
'and_CC annoyed_VBN','',negative
'in_IN will_MD spend_VB probably_RB in_IN ,_, whereas_WRB ,_, ago_RB','',neutral
'why_WRB must_MD show_VBP up_RP early_RB for_IN','',neutral
',_, really_RB is_VBZ so_RB when_WRB standing_VBG in_IN ,_, or_CC waiting_VBG around_RP ,_, will_MD be_VB thinking_VBG of_IN','',negative
'trying_VBG keep_VB rational_JJ and_CC logical_JJ from_IN straying_VBG bad_JJ about_IN how_WRB stupid_JJ human_JJ is_VBZ and_CC how_WRB is_VBZ but_CC','',negative
'and_CC try_VB and_CC sympathize_VB with_IN being_VBG racially_RB profiled_VBN ahead_RB of_IN and_CC making_VBG for_IN even_RB longer_RB wait_VB in_IN','',negative
'fuck_VB off_RP','',negative
'was_VBD frustrating_JJ','',negative
'well_UH ,_, actually_RB ,_, have_VBP be_VB ,_, but_CC','',neutral
'annoying_JJ as_IN get_VB out_RP','',negative
'will_MD be_VB like_IN','',neutral
'but_CC sent_VBD in_IN ago_RB','',neutral
'look_VBP up_RP mumbles_VBZ and_CC see_VB that_IN has_VBZ come_VB in_IN for_IN','',neutral
'then_IN throw_VBP little_JJ for_IN as_IN repeat_VBP over_IN and_CC over_IN','',negative
'and_CC then_IN hang_VBP up_RP','',neutral
'and_CC then_IN get_VBP equally_RB obnoxious_JJ','',negative
'happened_VBD unhealthy_JJ','',negative
so_UH,'',neutral
'but_CC really_RB ,_, only_RB had_VBD few_JJ','',neutral
'never_RB happened_VBN','',neutral
'and_CC then_IN was_VBD with_IN over_IN was_VBD doing_VBG wrong_JJ','',negative
saw_VBD,'',neutral
'sat_VBD outside_IN on_IN','',neutral
'talking_VBG about_IN running_VBG into_IN ongoing_JJ and_CC killing_VBG ,_, and_CC doing_VBG','',negative
'and_CC told_VBD shut_VB up_RP','',negative
'got_VBD up_RP and_CC said_VBD does_VBZ not_RB have_VB take_VB from_IN and_CC was_VBD especially_RB angry_JJ at_IN was_VBD mega_JJ','',negative
'tried_VBD control_VB','',neutral
'was_VBD so_RB good-looking_JJ','',positive
'has_VBZ new_JJ','',neutral
'like_IN made_VBD and_CC stop_VB smiling_VBG ,_, look_VB straight_RB at_IN ,_, and_CC say_VB \"_\'\' shut_VB up_RP \"_\'\' at_IN same_JJ','',negative
'still_RB too_RB soon_RB make_VB','',neutral
'hell_UH ,_, never_RB make_VB','',negative
'because_IN knew_VBD needed_VBD','',neutral
'of_IN would_MD say_VB and_CC would_MD get_VB angry_JJ and_CC tell_VB shut_VB up_RP','',negative
haha_UH,'',positive
'let_VBP slip_VBP','',neutral
'did_VBD not_RB want_VBP make_VB with_IN ,_, but_CC made_VBD','',neutral
'was_VBD brief_JJ ,_, and_CC single_JJ ,_, would_MD smile_VB','',positive
'and_CC did_VBD not_RB try_VB touch_VB','',neutral
'whole_JJ there_RB was_VBD grabbing_VBG onto_IN and_CC screaming_VBG like_IN and_CC who_WP came_VBD along_IN got_VBD swift_JJ in_IN from_IN','',negative
'asked_VBD ,_, \"_\'\' what_WP are_VBP doing_VBG \"_\'\' and_CC looked_VBD angrily_RB at_IN like_IN did_VBD wrong_JJ','',negative
'was_VBD wrong_JJ be_VB taken_VBN aback_RB by_IN','',positive
no_UH,'',neutral
'started_VBD talking_VBG about_IN why_WRB was_VBD so_RB mad_JJ ,_, and_CC said_VBD \"_\'\' called_VBD retarded_JJ \"_\'\' ,_, and_CC explained_VBD that_IN was_VBD being_VBG','',negative
'and_CC said_VBD since_IN started_VBD ,_,','',negative
'and_CC now_RB','',neutral
'\"_\'\' whatever_UH \"_\'\' ugh_UH','',negative
'told_VBD did_VBD not_RB lose_VB ,_, and_CC just_RB looked_VBD at_IN and_CC did_VBD not_RB say_VB','',neutral
'just_RB do_VBP not_RB show_VB anymore_RB','',neutral
'walked_VBD away_RB quickly_RB','',neutral
'followed_VBD ,_, but_CC took_VBD look_VB back_RB at_IN was_VBD angry_JJ','',negative
'facial_JJ was_VBD beyond_IN hurt_VBP','',negative
'\"_\'\' yeah_UH ,_, going_VBG go_VB','',neutral
'\"_\'\' no_UH ,_, going_VBG go_VB','',neutral
'\"_\'\' is_VBZ really_RB hard_JJ tell_VB','',neutral
