@relation training_data

@attribute text string
@attribute emojis string
@attribute emotion {positive,neutral,negative}

@data
'the_DT pessimist_NN in_IN me_PRP awaits_VBZ the_DT phone_NN call_NN from_IN the_DT police_NN or_CC hospital_NN or_CC nuclear_JJ plant_NN etc_NN telling_VBG me_PRP the_DT worst_JJS ,_, crushing_VBG my_PRP$ hopes_VBZ of_IN a_DT better_JJR tomorrow_NN','',negative
'can_MD you_PRP buy_VBP it_PRP','',neutral
'can_MD you_PRP get_VBP there_RB and_CC back_RB on_IN a_DT half_NN tank_NN of_IN gas_NN','',neutral
'we_PRP are_VBP all_DT essentially_RB the_DT same_JJ person_NN','',neutral
theoretically_RB,'',neutral
'we_PRP both_DT have_VBP the_DT same_JJ tools_NNS (_-LRB- a_DT brain_NN )_-RRB- so_IN why_WRB can_MD not_RB i_PRP come_VBP up_RP with_IN a_DT grad_NN theory_NN of_IN relativity_NN','',neutral
'the_DT brain_NN is_VBZ an_DT amazing_JJ tool_NN and_CC can_MD be_VB sculpted_VBN for_IN any_DT purpose_NN','',positive
'however_RB most_JJS people_NNS do_VBP not_RB exert_VB the_DT mental_JJ energy_NN required_VBN to_TO expand_VB your_PRP$ train_NN of_IN thought_VBD','',neutral
'have_VBP you_PRP ever_RB met_VBD anyone_NN without_IN a_DT fully_RB developed_VBN brain_NN','',neutral
'listlessly_RB they_PRP scratch_NN at_IN there_PRP$ head_NN and_CC the_DT chains_NNS of_IN thought_VBD do_VBP not_RB delve_VB to_TO deep_VB','',neutral
'do_VBP they_PRP know_VBP how_WRB lucky_JJ they_PRP are_VBP -_: to_TO find_VB contentment_NN without_IN looking_VBG','',positive
'more_RBR often_RB you_PRP find_VBP things_NNS to_TO bring_VB you_PRP down_RP or_CC worry_VBP about_IN','',negative
'a_DT single_JJ lightning_NN bolt_NN from_IN the_DT sky_NN can_MD make_VB a_DT lifetime_NN of_IN panic_NN and_CC worry_VB all_DT worthless_JJ','',negative
'whatever_UH thought_VBD can_MD be_VB imagined_VBN -_: someone_NN has_VBZ taken_VBN that_IN to_TO the_DT extreme_JJ','',neutral
'life_NN is_VBZ finding_VBG the_DT balance_NN between_IN compulsion_NN and_CC carelessness_NN','',neutral
'i_PRP am_VBP not_RB saying_VBG i_PRP am_VBP anything_NN other_JJ then_RB happy_JJ -_: but_CC i_PRP strive_VBP for_IN a_DT balance_NN','',positive
'the_DT combination_NN of_IN all_DT people_NNS balanced_JJ into_IN one_CD','',neutral
balanced_JJ,'',neutral
'happiness_NNP comes_VBZ from_IN within_IN -_: your_PRP$ brain_NN is_VBZ a_DT self_NN regulating_VBG chemical_NN factory_NN','',positive
'but_CC when_WRB you_PRP try_VBP to_TO become_VB your_PRP$ own_JJ mental_JJ chemist_NN -_: ingesting_VBG chemicals_NNS to_TO alter_VB your_PRP$ feelings_NNS -_: you_PRP screw_VBP up_RP the_DT balance_NN','',neutral
'the_DT testes_NNS stop_VBP producing_VBG testosterone_NN because_IN it_PRP senses_NNS there_RB is_VBZ already_RB too_RB much_RB testosterone_NN in_IN the_DT system_NN','',neutral
'the_DT body_NN is_VBZ lazy_JJ -_: if_IN you_PRP provide_VBP something_NN for_IN it_PRP -_: it_PRP stops_VBZ providing_VBG for_IN itself_PRP','',neutral
'so_RB while_IN cliche_NNP it_PRP is_VBZ true_JJ','',neutral
'\"_\'\' happiness_NNP lies_NNS within_IN \"_\'\' -_: the_DT only_JJ way_NN to_TO be_VB truly_RB happy_JJ is_VBZ to_TO create_VB it_PRP yourself_PRP and_CC not_RB rely_VB on_IN other_JJ people_NNS or_CC things_NNS','',positive
'the_DT happiness_NNP they_PRP bring_VBP is_VBZ only_RB temporary_JJ','',positive
'yet_RB often_RB that_DT temporary_JJ happiness_NN is_VBZ more_RBR intense_JJ then_IN a_DT balanced_JJ contentment_NN','',positive
'it_PRP is_VBZ however_RB usually_RB accompanied_VBN by_IN and_CC equal_JJ sadness_NN -_: it_PRP is_VBZ life\'s_PRP$ way_NN of_IN balancing_VBG itself_PRP out_RP in_IN the_DT endless_JJ pendulum_NN swing_NN of_IN life_NN','',negative
'first_JJ she_PRP is_VBZ all_DT mad_JJ because_IN i_PRP have_VBP not_RB called_VBD her_PRP back_RB in_IN a_DT week_NN','',negative
'second_JJ of_IN all_DT she_PRP is_VBZ laughing_VBG hysterically_RB because_IN she_PRP had_VBD to_TO put_VB her_PRP$ dog_NN on_IN doggie_NN drugs_NNS because_IN the_DT dog_NN learned_VBD how_WRB to_TO open_VB the_DT window_NN to_TO get_VB out_RP and_CC seems_VBZ to_TO be_VB jewish_JJ because_IN she_PRP likes_VBZ the_DT temple_NN down_IN the_DT road_NN','',positive
'third_JJ she_PRP starts_VBZ asking_VBG why_WRB i_PRP have_VBP only_RB posted_VBN pics_NNS ,_, so_RB my_PRP$ dear_NN sister_NN ,_, this_DT is_VBZ for_IN you_PRP','',neutral
'i_PRP figure_VBP i_PRP have_VBP a_DT couple_NN extra_JJ bucks_NNS so_IN i_PRP budget_VBP a_DT certain_JJ amount_NN','',neutral
'i_PRP almost_RB bought_VBD this_DT cool_JJ shiney_JJ glass_NN \"_\'\' tumbler_NN up_RP \"_\'\' thingy_NN','',neutral
'ok_UH ,_, the_DT alignment_NN was_VBD out_RP on_IN her_PRP$ bmw_NNP when_WRB she_PRP bought_VBD it_PRP and_CC it_PRP wiped_VBD out_RP the_DT tires_NNS','',neutral
'i_PRP tend_VBD to_TO think_VB not_RB','',neutral
'i_PRP called_VBD the_DT mechanic_NN and_CC inquired_VBD about_IN it_PRP','',neutral
'on_IN that_DT car_NN ,_, it_PRP will_MD not_RB affect_VB alignment_NN','',neutral
'she_PRP started_VBD questioning_VBG my_PRP$ credentials_NNS because_IN she_PRP drives_VBZ a_DT school_NN bus_NN for_IN a_DT living_NN and_CC knows_VBZ what_WP a_DT safe_JJ vehicle_NN is_VBZ ._. bitch_NN','',negative
bitch_NN,'',negative
'i_PRP got_VBD her_PRP less_JJR than_IN $500.00_CD back_RB','',neutral
bitch_NN,'',negative
'i_PRP made_VBD lunch_NN for_IN a_DT luncheon_NN at_IN work_NN yesterday_NN','',neutral
'they_PRP saw_VBD what_WP i_PRP meant_VBD when_WRB they_PRP started_VBD eating_VBG it_PRP','',neutral
'as_IN far_RB as_IN i_PRP can_MD tell_VB ,_, it_PRP was_VBD a_DT success_NN','',positive
'they_PRP all_DT complimented_VBD on_IN it_PRP','',positive
'killin_VBG me_PRP he_PRP is_VBZ ._. he\'s_PRP a_DT great_JJ guy_NN and_CC i_PRP want_VBP to_TO marry_VB him_PRP for_IN his_PRP$ kitchen_NN ,_, he_PRP liked_VBD that_DT one_CD ,_, hahaha_UH','',positive
'well_UH ,_, what_WP can_MD i_PRP say_VBP ,_, he_PRP has_VBZ a_DT great_JJ kitchen_NN ,_, and_CC the_DT best_JJS cooking_VBG stuff_NN ,_, he_PRP does_VBZ not_RB even_RB cook_VB','',neutral
'he\'s_PRP a_DT great_JJ guy_NN and_CC i_PRP think_VBP the_DT world_NN of_IN him_PRP','',positive
'i_PRP need_VBP to_TO figure_VB what_WP i\'m_PRP going_VBG to_TO throw_VB out_RP so_IN i_PRP can_MD move_VB that_DT desk_NN from_IN the_DT middle_NN of_IN the_DT dining_NN room_NN to_TO one_CD of_IN the_DT 2_CD rooms_NNS upstairs_NNS i_PRP occupy_VBP','',neutral
'our_PRP$ emotions_NNS are_VBP a_DT gift_NN from_IN god_NNP','',neutral
'by_IN listening_VBG to_TO our_PRP$ emotions_NNS and_CC asking_VBG ourselves_PRP why_WRB we_PRP are_VBP feeling_VBG a_DT particular_JJ emotion_NN we_PRP can_MD discover_VB an_DT unmet_NN need_VBP or_CC a_DT need_NN that_DT has_VBZ been_VBN satisfied_VBN','',neutral
'for_IN instance_NN ,_, if_IN i_PRP feel_VBP sad_JJ because_IN i_PRP have_VBP not_RB seen_VBN my_PRP$ family_NN in_IN a_DT long_JJ time_NN my_PRP$ need_VBP for_IN connection_NN has_VBZ not_RB been_VBN met_VBD','',negative
'on_IN the_DT otherhand_NN ,_, if_IN i_PRP feel_VBP happy_JJ because_IN i_PRP have_VBP spent_VBN time_NN with_IN my_PRP$ family_NN then_IN my_PRP$ need_VBP for_IN connection_NN has_VBZ been_VBN met_VBD','',positive
'how_WRB many_JJ times_NNS have_VBP we_PRP felt_VBD angry_JJ and_CC as_IN a_DT result_NN insulted_VBN ,_, judged_VBD ,_, criticized_VBD ,_, blamed_VBD or_CC physically_RB hurt_VBP someone_NN','',negative
'we_PRP live_VBP in_IN a_DT society_NN that_WDT has_VBZ encourages_VBZ us_PRP to_TO stuff_VB our_PRP$ emotions_NNS and_CC a_DT society_NN that_IN is_VBZ by_IN the_DT most_JJS part_NN feelings_NNS illiterate_JJ','',negative
'so_RB ,_, what_WP can_MD we_PRP do_VBP','',neutral
'we_PRP can_MD become_VB conscious_NNS of_IN what_WP is_VBZ going_VBG on_IN inside_IN us_PRP','',neutral
'marshall_NNP rosenberg_NNP ,_, author_NN of_IN nonviolent_NNP communication_NNP ,_, has_VBZ a_DT four-step_CD process_NN for_IN communication_NN that_WDT incorporates_VBZ identifying_VBG our_PRP$ feelings_NNS and_CC needs_VBZ into_IN the_DT model_NN','',neutral
'rosenberg_NNP also_RB calls_VBZ this_DT four_CD step_NN process_NN \"_\'\' giraffe_NN language_NN ._.','',neutral
'the_DT heart_NN is_VBZ about_IN 3_CD feet_NN long_RB and_CC 3_CD inches_NNS thick_JJ all_DT around_IN','',neutral
'by_IN stating_VBG our_PRP$ feelings_NNS and_CC needs_VBZ to_TO others_NNS we_PRP avoid_VBP blaming_VBG and_CC criticizing_VBG them_PRP','',negative
'we_PRP can_MD then_RB go_VB on_IN to_TO making_VBG a_DT request_NN instead_RB of_IN a_DT demand_NN to_TO help_VB ourselves_PRP satisfy_VBP our_PRP$ now_RB recognized_VBD need_VBP','',neutral
'when_WRB others_NNS are_VBP angry_JJ or_CC upset_VBD with_IN us_PRP we_PRP can_MD also_RB use_VB this_DT technique_NN on_IN them_PRP','',negative
'if_IN we_PRP are_VBP not_RB correct_JJ they_PRP will_MD correct_VB us_PRP and_CC we_PRP will_MD be_VB closer_RB to_TO identifying_VBG the_DT need_VBP they_PRP have_VBP and_CC finding_VBG a_DT way_NN to_TO resolve_VB the_DT situation_NN','',neutral
'we_PRP can_MD make_VB a_DT list_NN of_IN these_DT feelings_NNS and_CC be_VB on_IN the_DT look_NN out_RP for_IN them_PRP','',neutral
'for_IN instance_NN ,_, if_IN we_PRP feel_VBP furious_JJ it_PRP may_MD be_VB better_JJR to_TO take_VB a_DT one_CD hour_NN timeout_NN and_CC calm_JJ down_RP','',negative
'then_RB when_WRB we_PRP are_VBP calm_JJ ,_, focus_VB on_IN sharing_VBG our_PRP$ feelings_NNS and_CC needs_VBZ with_IN others_NNS','',neutral
'many_JJ times_NNS in_IN the_DT past_JJ we_PRP have_VBP reacted_VBN like_IN a_DT lion_NN when_WRB we_PRP feel_VBP angry_JJ or_CC frustrated_VBD with_IN others_NNS or_CC ourselves_PRP','',negative
'for_IN more_RBR information_NN on_IN nonviolent_NNP communication_NNP click_NN here_RB','',neutral
'-_: had_VBD one_CD hell_NN of_IN a_DT good_JJ vanila_JJ milkshake_NN at_IN hard_NNP rock_NNP cafe_NNP ,_, lets_VBP just_RB say_VB it_PRP was_VBD a_DT satisfying_JJ moment_NN','',positive
'-_: rome_NNP was_VBD fun_JJ with_IN my_PRP$ best_JJS friend_NN hanz_NNP ,_, we_PRP managed_VBD to_TO run_VB out_IN of_IN money_NN by_IN the_DT end_NN and_CC had_VBD mcds_NNP for_IN dinner_NN at_IN florenc_NNP','',positive
'-_: yoga_NNP at_IN ibiza_NNP was_VBD awesome_JJ ,_, did_VBD not_RB want_VBP to_TO leave_VB','',positive
'it_PRP was_VBD sun_NN ,_, beach_NN ,_, tan_NN ,_, great_JJ veg_NN','',positive
'meals_NNS ,_, beautiful_JJ sunset_NN ,_, and_CC i_PRP manage_VBP to_TO pull_VB off_RP the_DT yoga_NN glow_NN by_IN the_DT end_NN of_IN it_PRP','',positive
'-_: felt_VBD sick_JJ eating_VBG crappy_JJ canteen_NN food_NN ,_, but_CC now_RB back_RB into_IN the_DT bad_JJ diet_NN of_IN coffee_NN ,_, shift_NN work_NN ,_, and_CC eating_VBG shwaba_NNP on_IN edgware_NNP rd_NN','',negative
'-_: sis_NNP was_VBD coming_VBG for_IN a_DT visit_NN in_IN nov_NNP ,_, mom_NN and_CC dad_NN decided_VBD to_TO come_VB along_RB ,_, so_RB now_RB abit_JJ stress_NN booking_VBG hotels_NNS and_CC restaurants_NNS ,_, will_MD be_VB depressed_VBN when_WRB they_PRP all_DT leav_NN','',negative
'-_: help_VB out_RP with_IN a_DT conference_NN at_IN bouremouth_NNP ,_, with_IN the_DT conservative_JJ party_NN ,_, had_VBD the_DT privelage_NN of_IN taking_VBG of_IN the_DT mr._NNP cameron_NNP and_CC his_PRP$ whole_JJ entourage_NN','',neutral
'-_: going_VBG on_IN training_NN next_JJ week_NN can_MD not_RB wait_VB to_TO get_VB pissed_VBN with_IN all_DT the_DT graduate_NN','',negative
'sorry_JJ for_IN the_DT rather_RB crappy_JJ update_NN ,_, will_MD try_VB to_TO do_VB a_DT proper_JJ one_CD later_RB','',negative
'yay_UH !_. !_.','',positive
'-_: might_MD be_VB going_VBG to_TO hskp_VB as_IN assistance_NN exec_NN hskper_NN (_-LRB- it_PRP will_MD be_VB a_DT 9-5_NN ,_, occational_JJ weekends_NNS )_-RRB- really_RB hope_VBP they_PRP pick_VBP me_PRP ,_, i_PRP had_VBD enough_RB of_IN guest_NN these_DT days_NNS','',neutral
'do_VBP not_RB know_VB what_WP the_DT point_NN in_IN that_DT title_NN is_VBZ for_IN but_CC neh_NNP >>_: i_PRP ve_VBP been_VBN sick_JJ today_NN and_CC on_IN the_DT verge_NN of_IN tears_NNS ._._UH ;_: i_PRP do_VBP not_RB know_VB why_WRB','',negative
'i_PRP talked_VBD to_TO misha_NNP earlier_RB on_IN msn_NNP for_IN the_DT first_JJ time_NN since_IN i_PRP added_VBD her_PRP and_CC yeah_UH ,_, it_PRP was_VBD fun_JJ i_PRP guess_VBP','',positive
'i_PRP have_VBP not_RB been_VBN quite_RB in_IN my_PRP$ head_NN ,_, dad_NNP woke_VBD me_PRP up_RP early_RB because_IN he_PRP brought_VBD breakfast_NN home_NN ,_, and_CC then_IN i_PRP went_VBD back_RB to_TO bed_NN','',neutral
'i_PRP called_VBD dad_NNP a_DT few_JJ minutes_NNS ago_RB on_IN my_PRP$ cell_NN and_CC they_PRP were_VBD at_IN her_PRP$ house_NN so_IN i_PRP guess_VBP she_PRP was_VBD out_IN of_IN the_DT hospital_NN','',neutral
'i_PRP do_VBP not_RB know_VB why_WRB ,_, i\'m_PRP just_RB drained_VBD of_IN energy_NN and_CC want_VBP to_TO cry_VB constantly_RB and_CC for_IN somereason_NN i_PRP do_VBP not_RB know_VB why_WRB','',negative
neh_NNP,'',neutral
'i_PRP do_VBP not_RB know_VB what_WP happened_VBN to_TO my_PRP$ happiness_NN ,_, i_PRP woke_VBD up_RP feeling_VBG down_IN and_CC miserable_JJ and_CC infact_NN it\'s_PRP worse_JJ','',negative
'i\'m_PRP losing_VBG enjoyment_NN out_IN of_IN things_NNS i_PRP love_VBP to_TO do_VB and_CC thats_DT never_RB a_DT good_JJ sign_NN','',negative
'i_PRP do_VBP not_RB even_RB feel_VB like_IN doing_VBG anything_NN right_RB now_RB and_CC i\'m_PRP having_VBG force_VB myself_PRP to_TO update_VB this_DT journal_NN','',neutral
'the_DT conversation_NN was_VBD funny_JJ ,_, i_PRP mentioned_VBD that_DT if_IN the_DT word_NN got_VBD out_RP about_IN our_PRP$ plans_NNS we\'d_PRP have_VB to_TO escape_VB the_DT earth_NN to_TO avoid_VB the_DT police_NN ,_, holy/hold_UH ,_, the_DT military_NN and_CC etc_NNP and_CC yeah_UH xd_UH j.c._NNP suggested_VBD she_PRP could_MD try_VB and_CC make_VB a_DT ship_NN but_CC then_IN i_PRP suggested_VBD we_PRP could_MD sneak_VB into_IN nasa_NNP and_CC steal_VB a_DT rocket_NN','',positive
'it_PRP was_VBD hilarious_JJ','',positive
'but_CC not_RB something_NN to_TO be_VB taken_VBN literally_RB ,_, we_PRP re_VBP just_RB insane_JJ girls_NNS','',neutral
'i\'m_PRP chatting_VBG with_IN someone_NN on_IN gaia_NNP ,_, they_PRP seem_VBP to_TO have_VB a_DT lot_NN in_IN common_JJ with_IN me_PRP n.n_UH it\'s_PRP fun_JJ','',positive
neh_NNP,'',neutral
'cassy_NNP said_VBD she_PRP will_MD be_VB back_RB sunday_NNP night_NN','',neutral
'i_PRP can_MD live_VB with_IN that_DT ,_, i_PRP wish_VBP i_PRP had_VBD something_NN to_TO do_VB though_RB ._._UH ;_: i_PRP feel_VBP lonely_JJ','',negative
yep_UH,'',neutral
'i_PRP dunno_VBP what_WP else_RB to_TO say_VB though_RB except_IN it\'s_PRP shocking_JJ that_IN i\'m_PRP updating_VBG early_RB','',positive
'other_JJ than_IN that_IN i_PRP also_RB got_VBD a_DT extension_NN from_IN my_PRP$ affiliate_NN to_TO get_VB the_DT fanlisiting_NN i_PRP adopted_VBD up_RP since_IN the_DT server_NN move_NN and_CC etc_FW ._. meh_UH ,_, i_PRP miss_VBP cassy_NNP','',negative
't_t_UH eheh_UH','',neutral
'but_CC heh_UH ,_, thats_DT basically_RB it_PRP','',neutral
'well_UH short_JJ one_CD anyway_RB','',neutral
'it\'s_PRP yet_RB another_DT white_JJ man_NN insensitivity_NN subject_NN that_IN even_RB has_VBZ socialists_NNS and_CC revolutionaries_NNS saying_VBG hey_UH ,_, hold_VB on_IN a_DT second_JJ !_.','',neutral
'yes_UH ,_, the_DT veils_NNS that_IN many_JJ muslim_NNP women_NN around_IN the_DT world_NN traditionally_RB wear_VB','',neutral
listen_VB,'',neutral
'let\'s_VBP clarify_VB','',neutral
'the_DT veil_NN is_VBZ often_RB interpreted_VBD as_IN being_VBG the_DT ninja_NN outfit_NN ,_, where_WRB womens_NNP heads_VBZ are_VBP completely_RB covered_VBN so_RB as_IN to_TO see_VB only_RB the_DT eyes_NNS ,_, or_CC in_IN some_DT cases_NNS nothing_NN at_IN all_DT','',neutral
'this_DT is_VBZ called_VBN the_DT nikab_NN','',neutral
'hijab_NNP in_IN islam_NNP actually_RB means_VBZ modesty_NN or_CC privacy_NN','',neutral
'the_DT khimar_NN is_VBZ the_DT actual_JJ headscarf_NN','',neutral
'islam_NNP requires_VBZ women_NNS to_TO be_VB modest_JJ ,_, henceforth_RB many_JJ of_IN them_PRP wear_VBP the_DT hijab_NN ,_, or_CC headscarf_NN','',neutral
'a_DT fatwa_NN ,_, or_CC islamic_NNP legal_JJ pronouncement_NN makes_VBZ it_PRP clear_JJ that_DT women_NNS are_VBP not_RB obliged_VBN to_TO wear_VB nikab_NN -_: but_CC rather_RB this_DT is_VBZ a_DT cultural_JJ issue_NN within_IN more_RBR conservative_JJ or_CC radical_JJ interpretations_NNS of_IN islam_NNP (_-LRB- just_RB like_IN the_DT west_NN has_VBZ some_DT christian_NNP right_RB wackies_NNS )_-RRB-','',neutral
'it_PRP most_JJS certainly_RB raised_VBD even_RB more_RBR anti-muslim_JJ sentiment_NN but_CC also_RB more_RBR anti-french_JJ sentiment_NN even_RB amongst_IN it_PRP own_JJ non-christian_JJ communities_NNS','',negative
'the_DT germans_NNS have_VBP passed_VBN similar_JJ laws_NNS ,_, much_RB to_TO the_DT dismay_NN of_IN its_PRP large_JJ turkish-muslim_JJ population_NN','',negative
'the_DT brits_NNS ,_, famous_JJ for_IN their_PRP$ true_JJ melting_NN pot_NN status_NN amongst_IN the_DT europeans_NNS ,_, have_VB began_VBN treading_VBG in_IN this_DT murky_JJ water_NN','',neutral
'not_RB the_DT ban_NN on_IN hijabs_NNP','',neutral
'the_DT well_NN integrated_NN ,_, but_CC edgy_JJ muslim_NNP community_NN is_VBZ not_RB so_RB happy_JJ about_IN this_DT','',negative
'and_CC i\'m_PRP afraid_JJ it_PRP could_MD get_VB ugly_JJ','',negative
'he_PRP clearly_RB stated_VBD that_IN he_PRP feels_VBZ the_DT veils_NNS should_MD go_VB --_: but_CC that_IN it_PRP should_MD be_VB over_IN a_DT period_NN of_IN time_NN and_CC from_IN within_IN the_DT muslim_NNP community_NN','',neutral
'not_RB to_TO mention_VB that_DT many_JJ muslim_NNP women_NN scholars_NNS are_VBP saying_VBG women_NNS should_MD thank_VB jack_NNP straw_NNP for_IN this_DT','',neutral
'what_WP i_PRP do_VBP know_VB is_VBZ that_IN there_EX are_VBP many_JJ ,_, many_JJ woman_NN who_WP absolutely_RB voluntarily_RB and_CC willingly_RB cover_VB themselves_PRP with_IN a_DT headscarf_NN for_IN religious_JJ purposes_NNS','',neutral
'it_PRP is_VBZ also_RB true_JJ that_IN many_JJ muslim_NNP cultures_NNS in_IN the_DT world_NN oblige_NN their_PRP$ women_NNS to_TO wear_VB the_DT veil_NN','',neutral
'france_NNP says_VBZ no_DT head_NN scarves_NNS ,_, no_DT nothing_NN --_: look_VB like_IN a_DT sexy_JJ french_JJ school_NN girl_NN with_IN your_PRP$ belly_NN button_NN hanging_VBG out_RP','',neutral
'turkey_NN has_VBZ a_DT similar_JJ issue_NN','',neutral
'sarajevo_NNP now_RB has_VBZ a_DT large_JJ female_JJ turkish_JJ population_NN coming_VBG to_TO study_VB here_RB so_IN they_PRP can_MD wear_VB what_WP they_PRP wish_VBP','',neutral
'bosnian_NNP islam_NNP is_VBZ very_RB secular_JJ ,_, and_CC indeed_RB seen_VBN by_IN most_JJS european_JJ leaders_NNS as_IN a_DT model_NN example_NN of_IN the_DT type_NN of_IN islam_NNP they_PRP want_VBP being_VBG taught_VBN in_IN their_PRP$ increasing_VBG number_NN of_IN mosques_NNS and_CC madressa\'s_VBZ within_IN the_DT eu_NNP','',neutral
'the_DT hijab_NN is_VBZ accepted_VBN and_CC tolerated_VBD ,_, as_IN are_VBP the_DT nikab_NN wearers_NNS (_-LRB- which_WDT is_VBZ an_DT extremely_RB small_JJ percentage_NN of_IN muslim_NNP women_NN )_-RRB-','',neutral
'the_DT muslims_NNS too_RB have_VB yet_RB to_TO seriously_RB address_NNS the_DT fears_NNS and_CC concerns_NNS of_IN indigenous_JJ white_JJ westerners_NNS -_: who_WP have_VBP opened_VBN their_PRP$ doors_NNS from_IN some_DT of_IN the_DT worlds_NNS worst_JJS economically_RB and_CC socially_RB oppressed_JJ societies_NNS','',negative
'this_DT door_NN has_VBZ to_TO swing_VB both_DT ways_NNS','',neutral
'muslims_NNS too_RB need_VBP to_TO understand_VB the_DT fears_NNS and_CC concerns_NNS of_IN secular_JJ westerners_NNS who_WP now_RB have_VBP to_TO deal_VB with_IN strict_JJ islamic_NNP rules_NNS within_IN their_PRP$ own_JJ communities_NNS','',negative
'if_IN western_JJ women_NNS can_MD run_VB around_IN half_NN naked_JJ ,_, can_MD eastern_JJ women_NN completely_RB cover_VB themselves_PRP','',neutral
'there_EX is_VBZ no_DT black_NN and_CC white_JJ my_PRP$ friends_NNS','',neutral
'and_CC look_VB at_IN each_DT other_JJ eye_NN to_TO eye_NN','',neutral
'i\'m_PRP extremely_RB sad_JJ to_TO say_VB that_IN it_PRP looks_VBZ as_IN though_RB the_DT skyline_NNP obscura_NNP will_MD be_VB on_IN an_DT indefinate_NN hiatus_NN as_IN of_IN this_DT past_JJ thursday_NNP','',negative
'essentially_RB ,_, christian_NNP is_VBZ toggling_VBG with_IN what_WP direction_NN ,_, musically_RB ,_, he_PRP wants_VBZ to_TO pursue_VB (_-LRB- whether_IN that_DT be_VB skyline_NN or_CC not_RB )_-RRB- ,_, whereas_WRB in_IN light_NN of_IN the_DT confustion_NN ,_, i_PRP (_-LRB- mike_NNP )_-RRB- have_VB decided_VBN to_TO leave_VB the_DT project_NN','',neutral
'with_IN that_DT ,_, some_DT of_IN the_DT new_JJ songs_NNS that_IN never_RB were_VBD will_MD be_VB posted_VBN shortly_RB for_IN those_DT of_IN you_PRP who_WP want_VBP to_TO hear_VB it_PRP','',neutral
'sorry_JJ for_IN the_DT letdown_NN ,_, and_CC i_PRP can_MD not_RB speak_VB for_IN everyone_NN else_RB ,_, but_CC i\'d_PRP rather_RB have_VB this_DT happen_NN now_RB than_IN later_RB','',negative
'(_-LRB- our_PRP$ individual_JJ pages_NNS are_VBP under_IN the_DT \"_\'\' members_NNS \"_\'\' section_NN )_-RRB-','',neutral
'you_PRP will_MD all_DT receive_VBP notices_NNS of_IN any_DT skyline_NNP updates_NNS and/or_CC updates_NNS of_IN new_JJ projects_NNS involving_VBG anyone_NN from_IN tso_NNP (_-LRB- past_JJ or_CC pseudo-present_JJ )_-RRB-','',neutral
'well_UH ,_, my_PRP$ mil_NN arrived_VBD yesterday_NN','',neutral
'the_DT one_CD bad_JJ thing_NN is_VBZ that_IN she_PRP got_VBD news_NN this_DT morning_NN that_IN her_PRP 21_CD y/o_NN kitty_NN ,_, aunt_NNP becky_NNP ,_, passed_VBD away_RB last_JJ night_NN','',negative
'she_PRP knew_VBD the_DT kitty_NN was_VBD not_RB doing_VBG well_RB (_-LRB- she_PRP has_VBZ not_RB been_VBN for_IN a_DT while_NN now_RB ,_, but_CC kept_VBD rallying_VBG )_-RRB- ,_, so_RB it_PRP was_VBD not_RB a_DT shock_NN at_IN all_DT ,_, but_CC still_RB sad_JJ','',negative
'i_PRP think_VBP aunt_NN becky_NNP was_VBD waiting_VBG for_IN my_PRP$ mil_NN to_TO leave_VB yesterday_NN for_IN her_PRP$ trip_NN here_RB','',neutral
'aagii_NNP ,_, my_PRP$ mil\'s_NNS neighbor_NN ,_, is_VBZ of_IN the_DT bear_NN clan_NN and_CC is_VBZ very_RB traditional_JJ in_IN her_PRP$ ways_NNS','',neutral
'my_PRP$ sil_NN and_CC niece_NN came_VBD over_IN yesterday_NN afternoon_NN to_TO collect_VB our_PRP$ great-nephew_JJ ,_, brandon_NNP','',neutral
'he_PRP wanted_VBD b_VB to_TO stay_VB at_IN least_JJS for_IN today_NN so_RB that_IN he_PRP had_VBD a_DT day_NN off_IN to_TO play_VB with_IN him_PRP','',neutral
'they_PRP still_RB are_VBP not_RB sure_JJ what_WP is_VBZ going_VBG on_IN with_IN the_DT transplanted_VBN kidney_NN as_IN it_PRP appears_VBZ to_TO be_VB \"_\'\' peeling_VBG like_IN an_DT onion_NN \"_\'\' ,_, but_CC his_PRP$ potassium_NN and_CC sugar_NN and_CC such_JJ are_VBP leveling_VBG out_RP and_CC he_PRP is_VBZ feeling_VBG better_JJR','',positive
'hey_UH ,_, how_WRB has_VBZ everyone_NN been_VBN lately_RB','',neutral
'and_CC there_RB has_VBZ been_VBN so_RB much_RB going_VBG on_IN','',neutral
'do_VBP you_PRP know_VBP the_DT feeling_NN','',neutral
'so_RB last_JJ week_NN was_VBD the_DT thanksgiving_NNP long_JJ weekend_NN and_CC it_PRP was_VBD sooo_RB sweeeet_JJ','',positive
'my_PRP$ sister_NN came_VBD back_RB from_IN university_NN and_CC it_PRP was_VBD (_-LRB- surprisingly_RB )_-RRB- nice_JJ to_TO spend_VB time_NN with_IN her_PRP again_RB !_.','',positive
'lol_UH just_RB kidding_VBG','',positive
'anyways_UH ,_, on_IN monday_NNP i_PRP got_VBD to_TO see_VB some_DT of_IN my_PRP$ favourite_JJ people_NNS and_CC that_DT was_VBD really_RB fun_JJ as_IN well_RB 😃_EMO go_VB augustine_NNP inc_NNP ._.',😃,positive
'and_CC i_PRP believe_VBP that_IN god_NNP gave_VBD me_PRP this_DT amazing_JJ opportunity_NN for_IN a_DT specific_JJ reason_NN and_CC there\'s_RB no_DT way_NN i\'m_PRP turning_VBG it_PRP down_RP','',positive
